## RunInfo	version:1.0.3	annotated_features:14968	total_fragments:37498273	pair_mapped:16431724	pair_mixed:16570027	single_mapped:0	unmapped:4496522	unique:16447034	ambig:16554717	overlap_unique:97254	overlap_ambig:931666
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
HERVH_10q24.2a	1999	0	0.00	0	158	0	0	0	0.58	4.94e-12
MER4_14q11.2d	3567	0	0.00	0	5	0	0	0	0.00	1e-37
MER4_14q11.2a	6548	0	0.00	0	6	0	0	0	0.00	1.05e-37
MER4_22q11.1a	6549	0	0.00	0	6	0	0	0	0.00	1.05e-37
MER4_4q31.21c	4483	0	0.00	0	12	0	0	0	0.50	1.24e-37
MER4_5p13.1	6457	0	0.00	0	5	0	0	0	0.00	1.01e-38
PABLA_8q11.23	4314	0	0.00	0	5	0	0	0	0.00	5.85e-39
HERVW_2p12b	7183	0	0.00	0	57	0	0	0	0.00	6.87e-12
HERVW_4q13.3b	2330	0	0.00	0	37	0	0	0	0.00	8.73e-13
ERV316A3_17q23.2a	7006	0	0.00	0	8	0	1	1	1.00	1.62e-35
HERVL_13q31.1a	3663	0	0.00	0	55	0	0	0	0.00	1.82e-36
MER41_5q15b	6529	0	0.00	0	1	0	0	0	0.00	3.57e-38
HERVH_1q32.1a	3347	0	0.00	0	63	0	0	0	0.36	1.02e-11
MER61_11q13.4	4606	0	0.00	0	50	0	1	1	2.55	4.01e-06
HERV3_6p12.2	5240	0	0.00	0	48	0	0	5	3.32	6.51e-06
HERVH_Xp21.1a	3109	0	0.00	0	137	0	0	0	0.00	3.99e-12
LTR19_17q21.32	8100	0	0.00	0	28	0	1	2	2.00	2.4e-07
HERVH_Yq11.222c	3435	0	0.00	0	31	0	1	1	1.00	2.54e-10
HERV9_10q21.1b	9840	0	0.00	0	124	0	0	0	0.00	2.64e-10
HERV9_7p21.1	7112	0	0.00	0	38	0	0	0	0.00	1.9e-11
HERVK11_17q11.2	10350	0	0.00	0	26	0	0	0	0.00	2.79e-11
HERVH_Xq13.3a	6184	0	0.00	0	47	0	0	0	0.00	3.07e-11
HERVH_4q28.1b	1598	0	0.00	0	10	0	0	0	0.00	2.6e-36
HERVH_5p12b	4419	0	0.00	0	153	0	0	0	0.00	4.55e-10
HERVL_11q14.1e	4476	0	0.00	0	41	0	1	3	3.67	3.38e-07
HUERSP3_19_GL949746v1_alt	5100	0	0.00	0	9	0	0	0	0.17	6.93e-37
HERVEA_8q11.23a	2455	0	0.00	0	8	0	0	0	0.00	3.69e-21
HERVK11_4q21.21b	2941	0	0.00	0	31	0	0	1	1.00	3.64e-10
MER61_12q23.3	4711	0	0.00	0	1	0	0	0	0.00	2.48e-39
MER4_14q32.33a	8624	0	0.00	0	48	0	0	0	0.00	2.28e-10
HERVE_20p11.21a	2496	0	0.00	0	37	0	0	0	0.00	1.7e-10
HERVH_19p12h	2764	0	0.00	0	7	0	0	0	0.00	1.99e-36
HERVH_14q24.2c	5585	0	0.00	0	69	0	0	3	3.00	1.27e-11
HERVH_19q13.32b	1746	0	0.00	0	5	0	0	0	0.00	4.46e-38
HERVH_2p11.2d	6844	0	0.00	0	238	0	0	0	0.00	2.08e-12
MER4_Yq11.221f	2981	0	0.00	0	59	0	0	0	0.00	2.15e-37
LTR25_Yq11.222d	11615	0	0.00	0	1	0	0	0	0.00	2.84e-07
MER41_6p23	7455	0	0.00	0	13	0	0	0	0.00	1.71e-36
HUERSP2_7q35	3692	0	0.00	0	5	0	1	2	1.50	9.18e-36
HERVH_17q22a	5024	0	0.00	0	59	0	0	0	0.00	1.86e-09
HUERSP3_19p12d	4277	0	0.00	0	23	0	0	2	1.50	8.22e-09
HERVH_2p11.2c	6846	0	0.00	0	252	0	0	0	0.00	4.61e-12
MER34B_19p13.11	3922	0	0.00	0	3	0	0	1	0.50	2.96e-36
PABLB_5q33.2	7183	0	0.00	0	1	0	0	0	0.00	7.19e-40
ERV316A3_22q11.21	1600	0	0.00	0	2	0	0	0	0.00	9.34e-39
ERVLB4_3_KI270781v1_alt	4701	0	0.00	0	1	0	0	0	0.00	2.29e-36
ERVLB4_3q27.1b	4718	0	0.00	0	2	0	0	0	0.00	2.3e-36
HERVW_3p22.1	1697	0	0.00	0	1	0	0	0	0.00	1.39e-37
HERVW_3q26.1a	5691	0	0.00	0	10	0	0	0	0.00	1.51e-09
HERVW_Xp11.21	7052	0	0.00	0	25	0	1	1	1.00	6.91e-20
HERVW_10p12.2	5970	0	0.00	0	45	0	0	0	0.00	1.93e-09
HERVW_6p12.2	7039	0	0.00	0	11	0	0	1	0.50	2.06e-10
HERVIP10FH_Xq12	5770	0	0.00	0	3	0	0	0	0.00	4.82e-38
HERVW_3q23b	5476	0	0.00	0	10	0	0	0	0.00	5.49e-10
HERVW_8q11.21	3446	0	0.00	0	9	0	0	0	0.00	3.36e-12
HERVW_2q24.3	1701	0	0.00	0	10	0	0	0	0.00	8.46e-11
HERVW_21q21.1	7805	0	0.00	0	28	0	0	0	0.00	1.54e-08
HERVW_5q21.3	4477	0	0.00	0	15	0	0	0	0.00	6.48e-13
HERVW_20p13	3476	0	0.00	0	8	0	0	0	0.00	1.18e-12
HERVH_Yp11.2e	6549	0	0.00	0	54	0	0	0	0.00	5.91e-37
MER41_6q13	1736	0	0.00	0	1	0	0	0	0.00	1.84e-39
HERVIP10F_2q34	4877	0	0.00	0	1	0	0	0	0.50	9.1e-36
HERVH_16q12.1b	1325	0	0.00	0	64	0	0	2	1.05	2.29e-10
HERVH_9p24.2b	5861	0	0.00	0	226	0	0	0	0.00	7.44e-12
ERV316A3_4q21.1j	3422	0	0.00	0	4	0	1	1	1.00	5.05e-37
HERVW_12q14.1	7888	0	0.00	0	89	0	0	2	2.67	4.64e-12
MER61_18q21.2b	5585	0	0.00	0	50	0	0	0	0.00	3.7e-37
HML2_Yp11.2	6944	0	0.00	0	31	0	0	0	0.00	6.69e-10
HERVS71_3q26.1	7889	0	0.00	0	40	0	0	0	0.00	1.9e-12
HERVS71_6_GL000255v2_alt	10324	0	0.00	0	38	0	0	0	0.00	7.85e-12
HERVS71_6_GL000252v2_alt	10324	0	0.00	0	38	0	0	0	0.00	7.85e-12
HERVS71_6p22.1	10324	0	0.00	0	37	0	0	0	0.00	7.85e-12
HERVS71_6_GL000254v2_alt	10324	0	0.00	0	38	0	0	0	0.00	7.85e-12
HERVS71_6_GL000250v2_alt	10324	0	0.00	0	36	0	0	0	0.00	7.85e-12
HERVS71_6_GL000253v2_alt	10324	0	0.00	0	38	0	0	0	0.00	7.85e-12
HERVS71_6_GL000251v2_alt	10334	0	0.00	0	33	0	0	0	0.00	7.08e-12
HERVS71_19q13.11b	5855	0	0.00	0	4	0	0	0	0.00	1.99e-38
LTR57_6p22.1	7597	0	0.00	0	26	0	0	0	0.00	8.97e-13
HERVW_10q23.1	5699	0	0.00	0	42	0	0	0	0.00	1.43e-36
HERVW_3q25.1b	7082	0	0.00	0	21	0	0	0	0.00	1e-11
HERVW_11p14.2	7245	0	0.00	0	16	0	0	0	0.00	1.09e-13
HERVW_3p24.3	4877	0	0.00	0	88	0	0	0	0.00	2.08e-09
PRIMA41_12p11.1	5769	0	0.00	0	6	0	0	1	0.50	1.94e-36
PRIMA41_20q11.1a	2996	0	0.00	0	2	0	0	0	0.00	1.68e-38
HARLEQUIN_2q32.1	5373	0	0.00	0	12	0	3	3	3.50	7.54e-12
HARLEQUIN_11q13.4	7224	0	0.00	0	9	0	1	1	1.00	2.86e-12
LTR57_10q21.3	1640	0	0.00	0	3	0	0	2	1.50	5.06e-06
HERV9_7p14.1	2386	0	0.00	0	16	0	0	0	0.00	7.06e-12
HERVE_8p23.1h	8324	0	0.00	0	153	0	0	24	24.00	4.52e-05
MER4_16q24.1	5894	0	0.00	0	4	0	0	0	0.00	8.32e-22
HERVH_1p13.1b	6049	0	0.00	0	253	0	0	1	0.95	3.42e-10
MER101_5p13.2a	2190	0	0.00	0	7	0	0	0	0.50	1.39e-35
HERV9_13q34	9899	0	0.00	0	251	0	0	1	0.50	1.1e-08
HML3_12q12b	3664	0	0.00	0	16	0	0	0	0.00	1.24e-09
HML3_1p36.13a	5999	0	0.00	0	21	0	0	0	0.00	5.5e-08
HML3_7p11.2a	6342	0	0.00	0	14	0	0	0	0.00	7.2e-10
HML3_2q23.3b	4794	0	0.00	0	4	0	0	0	0.00	2.52e-10
HML3_10q11.21b	7324	0	0.00	0	3	0	0	0	0.00	1.58e-12
HML3_10q26.3	6981	0	0.00	0	26	0	0	0	0.00	3.79e-10
HERV9_9p21.3	10159	0	0.00	0	77	0	0	0	0.00	2.7e-09
HERV9_6q14.3a	3405	0	0.00	0	42	0	0	0	0.00	1.18e-37
HERVW_15q26.1	4054	0	0.00	0	77	0	0	0	0.00	6.45e-11
HERVIP10F_11q24.2	5275	0	0.00	0	4	0	0	1	1.00	2.78e-11
ERVLB4_9q22.33a	3614	0	0.00	0	3	0	0	0	0.50	2.41e-36
HML6_19q13.41d	5788	0	0.00	0	4	0	0	0	0.00	1.35e-38
ERV316A3_Xq27.3a	5430	0	0.00	0	4	0	0	0	0.00	1.45e-37
MER61_2p22.3b	6320	0	0.00	0	17	0	0	0	0.00	1.11e-17
MER4_9q31.1	7073	0	0.00	0	7	0	0	0	0.00	3.4e-11
MER4_Yq11.221a	2365	0	0.00	0	4	0	0	0	0.00	2.09e-38
MER4_8q24.3a	1174	0	0.00	0	2	0	0	0	0.00	4.95e-39
HERVFH21_Yq11.21	6521	0	0.00	0	3	0	0	0	0.00	5.63e-37
MER101_19q13.2c	6156	0	0.00	0	9	0	0	0	0.00	6.44e-07
HERVL_17q11.2	5433	0	0.00	0	12	0	0	4	3.50	4.62e-06
HERVL_6q22.31h	6614	0	0.00	0	3	0	0	0	0.00	9.08e-39
ERVLE_13q32.2	5494	0	0.00	0	2	0	0	0	0.00	4.11e-39
HERVL_8q11.23b	3406	0	0.00	0	1	0	0	0	0.00	1.22e-39
HERVL_17q24.3	5106	0	0.00	0	1	0	0	0	0.00	1.22e-39
HERVL_4p12c	5137	0	0.00	0	1	0	0	0	0.00	9.08e-40
HERVL_3q24b	6615	0	0.00	0	4	0	0	0	0.00	5.37e-39
HML2_10p14	9463	0	0.00	0	90	0	0	1	0.33	1.04e-06
HML2_3p25.3	6891	0	0.00	0	67	0	0	0	0.50	2.82e-07
MER61_6q21	5834	0	0.00	0	46	0	0	0	0.00	1.82e-10
HERV9_6_GL000252v2_alt	2881	0	0.00	0	31	0	1	4	4.50	1.05e-07
HERVP71A_8q24.13	8109	0	0.00	0	14	0	0	0	0.33	2.33e-07
HERV9_7q11.21	2476	0	0.00	0	6	0	0	0	0.00	2.86e-12
HERV9_7p11.2	8288	0	0.00	0	51	0	0	3	3.14	1.11e-08
HERV9_7q21.13	9405	0	0.00	0	54	0	1	2	1.50	2.67e-08
HERVL40_14q13.1b	3552	0	0.00	0	16	0	0	0	0.00	2.53e-09
HML2_7q22.2	3918	0	0.00	0	121	0	0	4	2.26	6.93e-06
LTR57_14q22.1	5672	0	0.00	0	1	0	0	0	0.00	7.56e-40
HERVW_12q12d	5903	0	0.00	0	23	0	0	0	0.00	7.06e-14
LTR19_20p13	5350	0	0.00	0	7	0	0	0	0.00	2.86e-37
MER4_13q12.12b	3163	0	0.00	0	5	0	0	0	0.00	1.62e-20
ERVLB4_8p23.1l	561	0	0.00	0	81	0	2	9	6.75	1.67e-05
ERVLB4_8p23.1i	561	0	0.00	0	88	0	0	4	5.50	1.93e-05
ERVLB4_8p23.1n	609	0	0.00	0	57	0	0	5	6.00	1.28e-05
ERVLB4_8_KI270813v1_alt(b)	569	0	0.00	0	87	0	0	3	7.42	2.3e-05
ERVLB4_8p23.1e	569	0	0.00	0	87	0	0	10	7.42	2.3e-05
ERVLB4_11p15.4a	603	0	0.00	0	32	0	1	1	1.00	2.13e-08
ERVLB4_3_KI270780v1_alt(b)	550	0	0.00	0	34	0	0	0	0.00	5.94e-07
ERVLB4_8p23.1b	550	0	0.00	0	39	0	1	3	2.17	8.46e-07
ERVLB4_3q22.1b	601	0	0.00	0	25	0	0	0	0.00	1.48e-08
ERVLB4_11q13.2	603	0	0.00	0	14	0	0	0	0.00	1.06e-09
ERVLB4_8p23.1f	550	0	0.00	0	50	0	0	0	1.17	3.5e-07
ERVLB4_3p12.3a	597	0	0.00	0	9	0	0	0	0.00	6.82e-11
ERVLB4_4p16.3	603	0	0.00	0	11	0	0	0	0.00	1.15e-10
ERVLB4_11q13.4a	604	0	0.00	0	13	0	0	0	0.00	2.71e-10
MER4_2q35	9424	0	0.00	0	30	0	0	0	0.00	3.11e-11
HERV9_Yq11.222b	6937	0	0.00	0	2	0	0	0	0.00	3.74e-39
HERVH_8q21.2b	6954	0	0.00	0	46	0	1	1	1.00	2.17e-22
ERVLE_1p34.1b	3840	0	0.00	0	22	0	0	0	0.50	5.59e-11
LTR57_22q11.1	1457	0	0.00	0	4	0	0	0	1.00	1.95e-35
HML6_3p22.3	2898	0	0.00	0	6	0	0	0	0.00	8.77e-39
HERVL_4q22.2	7411	0	0.00	0	51	0	1	2	3.00	7.72e-07
ERVLB4_2q12.3b	1147	0	0.00	0	1	0	0	0	0.00	2.63e-38
HUERSP3_19_GL383575v2_alt(b)	3627	0	0.00	0	4	0	0	0	0.00	3.93e-38
HUERSP3_19p12b	3627	0	0.00	0	4	0	0	0	0.00	5.29e-38
HERV3_7q34b	6778	0	0.00	0	6	0	0	0	0.00	3.54e-38
HERVE_Xp11.23	9446	0	0.00	0	26	0	0	9	12.00	2.64e-05
HERV9_13q33.3	5612	0	0.00	0	24	0	0	0	0.00	3.63e-08
MER4_5q13.3b	5928	0	0.00	0	7	0	0	0	0.00	4.9e-38
HERVW_4p15.1	1812	0	0.00	0	52	0	0	0	0.00	6.43e-17
HERVW_2p25.3	7387	0	0.00	0	33	0	0	1	0.20	7.97e-10
HML3_6q16.1	1713	0	0.00	0	6	0	0	0	0.00	1.02e-09
HML3_1q32.3a	5614	0	0.00	0	16	0	0	0	0.00	2.24e-08
HML3_4q35.1	6897	0	0.00	0	8	0	0	0	0.00	1.73e-10
HML3_12q13.13	6076	0	0.00	0	7	0	0	0	0.00	1.11e-10
HML3_8q11.21b	5716	0	0.00	0	6	0	0	0	0.00	4.76e-09
HML3_7p12.3a	5624	0	0.00	0	6	0	0	0	0.00	8.57e-11
HML3_20q12	6133	0	0.00	0	14	0	0	0	0.00	6.8e-08
HML3_12q23.3	6407	0	0.00	0	18	0	0	0	0.00	2.61e-09
HML3_1q21.3b	3461	0	0.00	0	26	0	0	0	0.00	7.27e-11
HML3_19p12d	5502	0	0.00	0	8	0	0	0	0.00	3.21e-10
HML3_6q21a	6895	0	0.00	0	8	0	0	0	0.00	4.17e-10
HERVH_8q12.3	5926	0	0.00	0	228	0	0	0	0.28	9.24e-09
HML2_8q11.1b	4280	0	0.00	0	10	0	0	0	0.00	1.02e-11
HML2_4q35.2	7288	0	0.00	0	44	0	0	0	0.00	2.88e-11
HERVFRD_14q24.3b	2824	0	0.00	0	3	0	0	1	0.50	1.12e-35
HML2_19p13.3	2543	0	0.00	0	86	0	0	3	2.28	1.41e-06
ERV316A3_11q21a	2989	0	0.00	0	5	0	0	0	0.00	2.03e-36
MER4_2q24.2a	3860	0	0.00	0	5	0	0	0	0.00	4.42e-37
MER4_7q31.1a	5951	0	0.00	0	8	0	0	0	1.50	1.32e-35
MER4_10q23.31a	7559	0	0.00	0	9	0	0	0	0.00	2.09e-37
MER4_10p15.1	2241	0	0.00	0	1	0	0	0	0.00	1.27e-37
MER4_8q12.1a	3330	0	0.00	0	2	0	0	0	0.00	3.39e-38
PABLA_Xq23	5746	0	0.00	0	2	0	0	0	0.00	8.98e-39
MER4_7p11.2f	6733	0	0.00	0	5	0	0	0	0.00	6.03e-36
MER4_4p15.1b	3571	0	0.00	0	1	0	0	0	0.00	1.99e-39
MER4_1p12a	1944	0	0.00	0	4	0	0	0	0.00	1.2e-38
MER4_5p14.3a	1772	0	0.00	0	4	0	0	0	0.00	4.04e-39
HERVIP10F_5q14.2	2834	0	0.00	0	140	0	0	0	0.00	1.35e-10
ERV316A3_5q31.3c	7499	0	0.00	0	2	0	0	1	0.50	1.15e-38
HERV9_8q21.11a	7721	0	0.00	0	57	0	0	0	0.00	1.28e-11
HERV9_4q35.1	5747	0	0.00	0	50	0	0	0	0.00	6.09e-10
HML3_7p11.2b	8559	0	0.00	0	51	0	0	9	6.33	1.26e-05
HERVS71_8p23.1b	7316	0	0.00	0	147	0	0	29	27.34	3.48e-05
HERVS71_8p23.1a	7311	0	0.00	0	148	0	2	32	31.84	3.94e-05
HUERSP3B_13q31.1	7108	0	0.00	0	5	0	0	0	0.00	2.64e-36
LTR25_11q24.3b	5988	0	0.00	0	2	0	0	0	0.00	6.78e-37
MER4_Xq21.1a	7263	0	0.00	0	4	0	0	0	0.00	3.68e-37
MER4_Xq27.3i	6923	0	0.00	0	13	0	0	1	1.00	6.1e-11
HERVW_10q21.2a	2082	0	0.00	0	18	0	0	0	0.00	3.42e-37
HERVW_4q23	5216	0	0.00	0	4	0	0	0	0.00	3.54e-11
HERVW_2q22.2	7975	0	0.00	0	11	0	0	0	0.00	8.79e-13
HERVW_18_GL383567v1_alt	7958	0	0.00	0	52	0	0	0	0.00	2.07e-08
ERVLB4_8p21.1c	3178	0	0.00	0	3	0	0	0	0.00	6.13e-38
MER41_13q14.3	5448	0	0.00	0	3	0	0	0	0.50	1.32e-35
HML2_19q13.42	5697	0	0.00	0	53	0	0	0	0.50	2.17e-07
LTR57_6_GL000250v2_alt	7597	0	0.00	0	24	0	0	0	0.00	2.74e-12
ERVLB4_10p12.1a	5211	0	0.00	0	46	0	0	2	0.83	1.49e-08
HERVL_1q23.3a	7853	0	0.00	0	13	0	0	0	0.00	3.81e-10
HERV9_17q11.2b	10090	0	0.00	0	83	0	0	0	0.00	2.77e-09
MER41_1p13.3	3320	0	0.00	0	1	0	0	0	0.00	4.06e-40
HUERSP3B_18q21.1	7338	0	0.00	0	38	0	0	0	0.00	7.86e-13
HML3_4q34.1a	6216	0	0.00	0	18	0	0	5	3.00	2.86e-07
HUERSP3_2q24.2	9278	0	0.00	0	1	0	0	0	0.00	4.17e-40
ERVLE_11q22.3j	3788	0	0.00	0	14	0	0	0	0.00	1.54e-13
HERVL_5q34a	9053	0	0.00	0	2	0	0	0	0.50	9.25e-36
HML5_Yp11.2e	8663	0	0.00	0	6	0	0	0	0.00	1.06e-37
HUERSP3B_2q31.2	2953	0	0.00	0	9	0	0	0	0.00	2.55e-12
HERVEA_11q12.2	5248	0	0.00	0	10	0	0	0	0.00	1.06e-10
HARLEQUIN_17q21.33	7780	0	0.00	0	74	0	0	1	0.57	4.26e-09
MER41_Xp11.22	5489	0	0.00	0	5	0	0	0	0.00	4.79e-38
HERVH_5q31.3a	1212	0	0.00	0	114	0	0	1	0.50	8.56e-10
MER61_3q26.33b	6008	0	0.00	0	4	0	0	0	0.00	7.51e-38
ERVLB4_5q23.2c	6460	0	0.00	0	3	0	0	0	0.00	5.01e-07
HERVH_19q13.41c	1314	0	0.00	0	78	0	0	0	0.00	6.84e-11
HERVH_3p12.3e	3133	0	0.00	0	34	0	0	0	0.00	1.94e-12
MER4_12q13.3b	4842	0	0.00	0	6	0	0	0	0.00	1.11e-17
HERVL18_1p31.1b	4371	0	0.00	0	16	0	0	0	0.00	6.4e-10
LTR23_4p16.3a	1069	0	0.00	0	11	0	0	0	0.00	7.04e-16
HML3_7q36.1c	6376	0	0.00	0	23	0	0	0	0.00	3.39e-09
HML3_4q21.3	6032	0	0.00	0	36	0	0	0	0.00	1.92e-08
HML3_8q21.13	6056	0	0.00	0	14	0	0	0	0.00	5.84e-11
HERVP71A_11q13.2	2101	0	0.00	0	26	0	0	0	0.00	2.51e-09
HML3_Yq11.221d	1306	0	0.00	0	4	0	0	0	0.00	3.77e-12
HML3_4q22.3a	5699	0	0.00	0	26	0	0	0	0.00	1.41e-10
MER41_15q24.1	1602	0	0.00	0	6	0	1	4	2.50	4.78e-08
ERV316A3_6_GL000251v2_alt(f)	1226	0	0.00	0	1	0	0	0	0.00	4.42e-11
ERV316A3_6_GL000255v2_alt(e)	1226	0	0.00	0	1	0	0	0	0.00	4.42e-11
ERV316A3_6_GL000250v2_alt(c)	1226	0	0.00	0	1	0	0	0	0.00	4.42e-11
MER4B_13q12.12	3854	0	0.00	0	1	0	0	0	0.00	4.48e-39
HERVIP10FH_3p21.2	5949	0	0.00	0	10	0	0	0	0.00	1.08e-11
HERVH_Yp11.2f	6587	0	0.00	0	75	0	0	0	0.05	2.31e-13
HERVH_Xq13.3b	3608	0	0.00	0	70	0	0	0	0.00	3.23e-36
HERVS71_16p11.1	5577	0	0.00	0	18	0	0	0	0.00	2.48e-38
HERV9_6p24.3	6451	0	0.00	0	17	0	0	0	0.00	2.02e-09
HERVL_10q26.3b	7193	0	0.00	0	18	0	0	0	0.00	1.71e-11
ERVLB4_4p12a	5251	0	0.00	0	2	0	0	0	0.00	4.76e-38
HERVE_11q13.2a	4055	0	0.00	0	10	0	0	0	0.00	8.08e-10
HERVE_3q21.2c	4052	0	0.00	0	4	0	0	0	0.00	1.7e-11
HERVE_3p25.3b	4123	0	0.00	0	13	0	0	0	0.50	5.88e-11
HERVE_4p16.1d	4052	0	0.00	0	7	0	0	0	0.00	5.73e-10
HERVE_3_KI270780v1_alt(b)	4062	0	0.00	0	8	0	0	0	0.00	6.66e-10
HERVE_3q21.2b	4062	0	0.00	0	8	0	0	0	0.00	6.66e-10
HERVE_14q22.1	3970	0	0.00	0	5	0	0	0	0.00	7.48e-11
HERVE_3_KI270780v1_alt(c)	4052	0	0.00	0	3	0	0	0	0.00	1.7e-11
MER4_12q13.3a	5785	0	0.00	0	4	0	0	0	0.00	2.04e-38
ERVLB4_4q13.3	2348	0	0.00	0	1	0	0	0	0.00	6.03e-39
HERVH_12q15c	1528	0	0.00	0	67	0	0	0	0.05	7.48e-13
HERV9_8p11.22	9735	0	0.00	0	40	0	0	0	0.00	2.09e-09
HARLEQUIN_8q11.23b	4662	0	0.00	0	3	0	0	0	0.00	5.1e-38
HARLEQUIN_6q13	6471	0	0.00	0	12	0	0	0	0.00	2.61e-12
HARLEQUIN_19p13.2	5411	0	0.00	0	8	0	0	0	0.00	9.62e-12
HARLEQUIN_6q23.1	6612	0	0.00	0	7	0	0	0	0.00	5.53e-10
HARLEQUIN_3_KI270783v1_alt	7484	0	0.00	0	37	0	0	0	0.00	3.77e-09
HARLEQUIN_3p24.3	7484	0	0.00	0	37	0	0	0	0.00	3.77e-09
MER4_6q26d	5221	0	0.00	0	3	0	0	0	0.00	1.69e-38
HERV9_6_GL000255v2_alt	5433	0	0.00	0	11	0	0	0	0.00	5.75e-12
HERV9_6_GL000251v2_alt	5432	0	0.00	0	10	0	0	0	0.00	8.07e-12
HERV9_3p24.3	8145	0	0.00	0	10	0	0	0	0.00	2.65e-12
ERVL_6q21	1765	0	0.00	0	6	0	0	0	0.00	3.37e-38
HERVH_22q13.1b	2215	0	0.00	0	36	0	0	0	0.00	2.97e-37
HERVFH21_7p21.3	7068	0	0.00	0	11	0	0	0	0.00	3.73e-38
HERVFH21_10q22.1a	6108	0	0.00	0	16	0	0	0	0.00	3.34e-14
ERVLB4_5p13.3b	5453	0	0.00	0	2	0	0	0	0.00	4.33e-38
ERVLE_16q22.3a	2292	0	0.00	0	1	0	0	0	0.00	4.48e-39
HERVH_16p11.1	9343	0	0.00	0	34	0	0	0	0.00	1.06e-10
HERVW_Xq13.3	6777	0	0.00	0	44	0	0	0	0.00	6e-10
MER4_Xp11.3a	4939	0	0.00	0	91	0	0	0	0.00	9.01e-36
HERVEA_1q31.1	8762	0	0.00	0	58	0	0	0	0.00	4.4e-12
HERVP71A_12p13.31a	5604	0	0.00	0	35	0	0	1	2.50	1e-06
MER4_10q11.22a	2967	0	0.00	0	5	0	0	0	0.00	3.76e-37
MER4_10q11.22b	2968	0	0.00	0	6	0	0	0	0.00	4.78e-37
MER4_10q11.22c	2960	0	0.00	0	5	0	0	0	0.00	4.71e-38
PABLB_2p13.1	8372	0	0.00	0	16	0	0	2	2.00	4.66e-06
HERV9_10p11.21	11302	0	0.00	0	58	0	0	2	2.14	6.92e-09
HERVE_4p16.1c	8336	0	0.00	0	83	0	0	1	0.40	1.25e-08
HERVE_3q22.1b	8319	0	0.00	0	94	0	0	0	0.33	3.69e-08
HUERSP3B_4p14	7099	0	0.00	0	9	0	0	0	0.00	4.51e-37
HERVL74_10q21.1	7395	0	0.00	0	6	0	0	0	0.00	7.76e-38
ERVLE_4q35.2b	5317	0	0.00	0	1	0	0	0	0.00	4.17e-40
MER41_1q32.3	4542	0	0.00	0	13	0	0	1	1.31	2.75e-35
HERVH_6p21.2a	1755	0	0.00	0	56	0	0	0	0.24	2.46e-10
HUERSP3_6q25.1	2884	0	0.00	0	2	0	0	0	0.00	3.89e-39
LTR19_14q24.2	7764	0	0.00	0	13	0	0	0	0.17	1.61e-07
LTR19_Xq27.2d	4342	0	0.00	0	1	0	0	0	0.00	9.2e-40
LTR19_Xq27.1	4279	0	0.00	0	1	0	0	0	0.00	9.2e-40
LTR19_Xq27.2c	4585	0	0.00	0	1	0	0	0	0.00	9.2e-40
MER4_Xq28c	2226	0	0.00	0	4	0	0	0	0.00	1.2e-38
PABLA_2q32.2a	4045	0	0.00	0	8	0	0	0	0.00	2.28e-36
LTR19_7p14.3	3833	0	0.00	0	1	0	0	0	0.00	6.84e-40
MER4_16q23.1b	3281	0	0.00	0	1	0	0	0	0.00	3.78e-40
LTR19_Yq11.221e	6141	0	0.00	0	1	0	0	0	0.00	2.81e-40
HERV9_4q13.1a	9994	0	0.00	0	48	0	0	0	0.00	1.15e-13
HERVK11_19q11b	9857	0	0.00	0	12	0	0	0	0.00	4.95e-11
HERVK11_16q21	3975	0	0.00	0	20	0	0	0	0.33	1.79e-09
HUERSP1_3p25.3b	4831	0	0.00	0	8	0	0	0	0.00	2.71e-37
HERV9_5q23.3	9101	0	0.00	0	61	0	0	0	0.00	2e-09
HUERSP3_19_GL383575v2_alt(a)	4155	0	0.00	0	7	0	0	1	0.50	1.31e-08
HERVW_3p12.3b	3551	0	0.00	0	53	0	0	0	0.00	3.47e-11
HERVW_7q31.1a	7210	0	0.00	0	12	0	0	0	0.50	3.48e-09
ERV316A3_3q13.31a	4382	0	0.00	0	2	0	0	0	0.00	6.28e-36
HERVH_13q14.3b	2559	0	0.00	0	78	0	0	0	0.00	2.16e-10
ERVLE_1_KI270711v1_random	607	0	0.00	0	16	0	0	5	4.33	9.53e-07
ERVLE_1p36.13b	607	0	0.00	0	16	0	1	2	5.33	1.08e-06
MER4_5p13.2a	4999	0	0.00	0	5	0	0	0	0.00	2.65e-36
HERVW_2p24.2	7774	0	0.00	0	44	0	0	0	0.00	4.26e-10
ERV316A3_1p13.3b	2822	0	0.00	0	3	0	0	0	0.00	4.26e-36
ERV316A3_3q27.1a	3374	0	0.00	0	2	0	1	1	1.00	1.56e-35
MER101_1p31.1b	5430	0	0.00	0	1	0	0	0	0.00	7.56e-40
MER4B_9q22.33	3212	0	0.00	0	4	0	0	0	0.00	5.54e-38
LTR25_Xq27.2	5401	0	0.00	0	4	0	0	0	0.00	4.38e-37
ERV316A3_12p11.22d	4800	0	0.00	0	17	0	0	0	0.00	9.21e-09
HERVL_7q31.1b	7514	0	0.00	0	46	0	0	5	5.00	5.71e-06
HERVL_3q26.31b	3602	0	0.00	0	1	0	0	0	0.00	2.89e-41
HML6_11p15.4	6908	0	0.00	0	6	0	0	0	1.00	1.65e-06
